word,rank,frequency,source,level,tags,translation,bnc,frq
live,184,0.00476190,ecdict_education,zk,zk gk ielts,"a. 活的, 生动的, 精力充沛的, 实况转播的\nvi. 活, 生存, 居住\nvt. 过着, 度过, 经历\nadv. 实况地",267,210
point,185,0.00473934,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 点, 小数点, 标点, 地点, 要点, 特点, 尖端, 分数, 得分, 穴位\nvt. 弄尖, 强调, 指出, 加标点于, 瞄准\nvi. 指, 指向, 表明",176,211
believe,186,0.00471698,ecdict_education,zk,zk gk,v. 相信,252,212
hold,187,0.00469484,ecdict_education,zk,zk gk ielts gre,"n. 把握, 把持力, 柄, 控制, 掌握, 监禁\nvt. 保存, 握住, 拿住, 占据, 持有, 拥有\nvi. 支持, 持续, 有效\nn. 保留\n[计] 保留",178,213
today,188,0.00467290,ecdict_education,zk,zk gk,"n. 今天, 当今, 现在\nadv. 今天, 当今",350,214
bring,189,0.00465116,ecdict_education,zk,zk gk ielts,"vt. 带来, 产生, 促使, 提出\nvi. 生产",195,215
happen,190,0.00462963,ecdict_education,zk,zk gk cet4,"vi. 发生, 发生, 恰巧",275,216
next,191,0.00460829,ecdict_education,zk,zk gk,"n. 下一个\na. 下一个的, 其次的, 贴近的\nadv. 然后, 下次, 次于\n[计] 近邻干扰",199,217
without,192,0.00458716,ecdict_education,zk,zk gk,"prep. 没有, 不, 在...之外\nadv. 在外面, 户外\nn. 外面, 外部",188,218
before,193,0.00456621,ecdict_education,zk,zk gk,prep. 在...之前\nconj. 在...之前\nadv. 在前,198,219
large,194,0.00454545,ecdict_education,zk,zk gk,"a. 大的, 大量的, 宽大的, 广博的\nadv. 大大地, 夸大地",181,220
must,195,0.00448430,ecdict_education,zk,zk,"n. 必须, 未发酵葡萄汁, 绝对必要的事物\naux. 必须",111,223
home,196,0.00446429,ecdict_education,zk,zk gk,"n. 家, 避难所, 故乡\na. 家庭的, 国内的, 打中目标的\nadv. 在家, 在本国, 打中目标地\n[计] 返回始位",222,224
under,197,0.00444444,ecdict_education,zk,zk gk,"prep. 在...之下, 低于\na. 下面的, 从属的\nadv. 在下面",158,225
water,198,0.00442478,ecdict_education,zk,zk gk ielts,"n. 水, 雨水, 海水, 水位, 水面, 流水\nvt. 给...浇水, 供以水, 注入水, 使湿\nvi. 流泪, 流口水, 加水\na. 水的, 水上的, 水生的, 含水的",236,226
room,199,0.00440529,ecdict_education,zk,zk gk ielts,"n. 房间, 空位, 场所\nvi. 住宿, 居住\nvt. 留宿",240,227
write,200,0.00438596,ecdict_education,zk,zk gk,"vt. 书写, 著述, 写, 写满, 写信给\nvi. 写, 写字, 写信, 写作, 作曲\n[计] 书写器",211,228
mother,201,0.00436681,ecdict_education,zk,zk gk ielts,"n. 母亲, 修女院长\nvt. 产生, 照看, 收养",306,229
area,202,0.00434783,ecdict_education,zk,zk gk cet4 ielts,"n. 区域, 面积, 范围, 空地\n[计] 区域",149,230
national,203,0.00432900,ecdict_education,zk,zk gk cet4 cet6 ielts,"a. 国家的, 国立的, 全国性的, 民族的\n[经] 全国性的, 国家的, 国民的",232,231
money,204,0.00431034,ecdict_education,zk,zk gk ielts,"n. 金钱, 一笔款, 财富, 货币, 金额\n[经] 货币, 金钱, 财产",233,232
story,205,0.00429185,ecdict_education,zk,zk gk ielts,"n. 故事, 小说, 传奇, 描述, 阅历, 经历, 层",542,233
young,206,0.00427350,ecdict_education,zk,zk gk,"a. 年轻的, 无经验的, 朝气蓬勃的\nn. 青年们, 幼小动物, 崽",228,234
fact,207,0.00425532,ecdict_education,zk,zk gk cet4,"n. 事实, 真实性, 真相, 细节, 论据",201,235
month,208,0.00423729,ecdict_education,zk,zk gk ielts,n. 月\n[经] 月,214,236
different,209,0.00421941,ecdict_education,zk,zk gk ielts,"a. 不同的\n[机] 差动, 微分的, 差速器",177,237
lot,210,0.00420168,ecdict_education,zk,zk gk gre,"n. 运气, 签, 抽签, 份额, 许多, 一堆\nvt. 划分\nvi. 抽签, 抓阄",374,238
study,211,0.00416667,ecdict_education,zk,zk gk ielts,"n. 学习, 研究, 学科, 论文, 求学, 书房, 试作\nvt. 学习, 读书, 研究, 考虑, 计划\nvi. 学习, 思索",270,240
book,212,0.00414938,ecdict_education,zk,zk gk ielts,"n. 书, 书籍, 帐簿, 名册, 工作簿\nv. 登记, 预订\n[计] 工作簿",235,241
eye,213,0.00413223,ecdict_education,zk,zk gk ielts,"n. 眼睛, 视力, 看\nvt. 看, 注视",219,242
job,214,0.00411523,ecdict_education,zk,zk gk ielts,"n. 工作, 零活, 职业, 事情\nvi. 做零工, 打杂, 做股票经纪, 假公济私\nvt. 代客买卖, 批发, 承包, 欺骗\n[计] 作业",272,243
word,215,0.00409836,ecdict_education,zk,zk gk,"n. 话, 消息, 词, 诺言, 命令\nvt. 用言辞表达\n[计] 字",196,244
though,216,0.00408163,ecdict_education,zk,zk gk,"adv. 然而, 可是\nconj. 虽然, 纵然",377,245
business,217,0.00406504,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 生意, 事情, 业务, 商业, 商行, 职责\n[经] 企业, 商业, 营业",215,246
four,218,0.00404858,ecdict_education,zk,zk gk,"num. 四, 四个\n[机] 四冲程循环",184,247
side,219,0.00401606,ecdict_education,zk,zk gk ielts,"n. 旁边, 侧, 方面, 胁, 侧边, 血统\na. 旁的, 侧的, 次要的\nvt. 同意, 支持\nvi. 支持, 赞助",212,249
kind,220,0.00400000,ecdict_education,zk,zk gk,"n. 种类, 性质, 方式\na. 亲切的, 仁慈的, 和蔼的",337,250
head,221,0.00398406,ecdict_education,zk,zk gk toefl,"n. 头, 头脑, 领袖, 脑袋, 最前的部分\nvt. 为首, 朝向, 前进, 用头顶\nvi. 朝特定方向行进, (作物)结穗\na. 头的, 在顶端的, 主要的\n[计] 磁头; 冲头",209,251
far,222,0.00396825,ecdict_education,zk,zk gk,"a. 远的, 久远的, 遥远的\nadv. 甚远地, 很, 到很深的程度, 到很远的距离",287,252
black,223,0.00395257,ecdict_education,zk,zk gk ielts,"n. 黑色, 黑颜料\na. 黑色的",426,253
long,224,0.00393701,ecdict_education,zk,zk gk toefl,"a. 长的, 长久的, 冗长的, 做多头的\nvi. 渴望, 热望, 极想\nadv. 长久, 始终\nn. 长时间, 长信号, 长整型\n[计] 长, 长整型",217,254
both,225,0.00392157,ecdict_education,zk,zk gk,a. 两者的\nadv. 两者都\npron. 两者,229,255
little,226,0.00390625,ecdict_education,zk,zk gk,"n. 一点点, 少许, 一会儿, 短时间\na. 小的, 很少的, 幼小的, 琐碎的, 短暂的, 矮小的\nadv. 很少, 稍微, 完全不",291,256
house,227,0.00389105,ecdict_education,zk,zk gk ielts toefl,"n. 房子, 住宅, 机构, 议院, 家族, 家庭\nvt. 给...房子住, 收藏\nvi. 住, 躲藏",148,257
yes,228,0.00387597,ecdict_education,zk,zk gk,"adv. 是\nn. 是, 同意\nv. 同意",144,258
since,229,0.00384615,ecdict_education,zk,zk gk,"prep. 自...以后, 自...以来\nadv. 自那时以后\nconj. 既然, 自...以后, 自...以来",305,260
provide,230,0.00381679,ecdict_education,zk,zk gk cet4 cet6 toefl,"vt. 提供, 供应, 规定, 预备\nvi. 作准备, 抚养, 规定",172,262
service,231,0.00380228,ecdict_education,zk,zk gk ielts,"n. 服务, 贡献, 雇佣, 公职, 服役, 功劳, 仪式, 送达, 行政部门\nvt. 保养, 维修\na. 武装部队的, 服务性的, 仆人的, 耐用的\n[计] 服务, 业务",160,263
around,232,0.00378788,ecdict_education,zk,zk gk,"prep. 包围, 在...周围, 四处\nadv. 兜着圈子, 在附近, 到处",397,264
friend,233,0.00377358,ecdict_education,zk,zk gk,"n. 朋友, 支持者, 赞助者\n[法] 朋友, 友人, 赞助者",281,265
important,234,0.00375940,ecdict_education,zk,zk gk ielts,"a. 重要的, 有地位的, 大量的, 显要的, 自负的\n[计] 要点",218,266
father,235,0.00374532,ecdict_education,zk,zk gk,"n. 父亲, 祖先, 长辈, 神父, 创始者\nvt. 当...的父亲, 保护, 创作, 发明, 培养",364,267
sit,236,0.00373134,ecdict_education,zk,zk gk,"vi. 坐, 就座, 坐落\nvt. 使就座, 骑\nn. 坐, 衣服合身",302,268
away,237,0.00371747,ecdict_education,zk,zk gk,adv. 离去,237,269
until,238,0.00370370,ecdict_education,zk,zk gk,"prep. 直到, 在...以前\nconj. 直到...时, 在...以前",382,270
hour,239,0.00367647,ecdict_education,zk,zk gk,"n. 小时, 钟头, 时间, ...点钟, 课时",299,272
game,240,0.00366300,ecdict_education,zk,zk gk,"n. 比赛, 玩耍, 比分, 得胜, 比赛规则, 策略, 游戏, 野味\nvi. 赌博\na. 勇敢的, 有胆量的, 关于野味的, 跛的\n[计] 博弈; 对策",464,273
often,241,0.00364964,ecdict_education,zk,zk gk,"adv. 时常, 常常",230,274
yet,242,0.00363636,ecdict_education,zk,zk gk,"adv. 还, 尚, 仍然, 已经, 然而\nconj. 然而",261,275
line,243,0.00362319,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 列, 线, 绳, 电线, 线路, 路线, 航线, 作业线, 界线, 战线, 外形, 排, 家系\nvt. 排成一行, 顺...排列, 划线于, 加衬里, 使有线条, 使起皱纹\nvi. 排队\n[计] 线路",277,276
end,244,0.00359712,ecdict_education,zk,zk gk ielts,"n. 结束, 终点, 目标, 末端, 梢, 死亡, 残余\nv. 结束, 终结, 终止\n[计] 端; 结束",187,278
among,245,0.00358423,ecdict_education,zk,zk gk,prep. 在...之中,418,279
ever,246,0.00357143,ecdict_education,zk,zk gk,"adv. 曾经, 究竟, 永远",355,280
stand,247,0.00355872,ecdict_education,zk,zk gk ielts toefl,"n. 站立, 站住, 停顿, 讲台, 看台, 立场, 法院证人席\nvi. 站, 立, 坐落, 停滞, 位于, 坚持, 维持原状\nvt. 忍受, 使站立, 抵挡",273,281
bad,248,0.00354610,ecdict_education,zk,zk gk,a. 坏的\nn. 坏\nadv. 坏地,349,282
lose,249,0.00353357,ecdict_education,zk,zk gk cet4 cet6,"vt. 遗失, 损失, 丢失, 使失去, 错过, 浪费, 迷失, 使迷路, 输去, 使沉溺于\nvi. 受损失, 失败",329,283
however,250,0.00352113,ecdict_education,zk,zk gk cet4,"adv. 然而, 无论如何, 究竟怎样\nconj. 然而, 可是",145,284
member,251,0.00350877,ecdict_education,zk,zk gk,"n. 成员, 会员\n[医] │肢, 肢体",182,285
pay,252,0.00349650,ecdict_education,zk,zk gk ielts,"n. 薪资, 付款, 补偿\nvt. 支付, 付清, 补偿, 偿还, 对...有利, 为...涂防水物\nvi. 付款, 付出代价, 偿还, 得到报应, 获得好处",227,286
law,253,0.00348432,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 法律, 法则, 定律, 法律的制约, 法学, 司法界, 诉讼\nv. 起诉",278,287
meet,254,0.00347222,ecdict_education,zk,zk gk gre,"n. 会, 集会\na. 适宜的, 合适的\nvt. 遇见, 引见, 认识, 满足, 对付\nvi. 相遇, 接触",259,288
car,255,0.00346021,ecdict_education,zk,zk gk,"n. 汽车, 客车\n[机] 车",247,289
city,256,0.00344828,ecdict_education,zk,zk gk ielts,"n. 城市, 市\n[法] 都市, 城市, 市",331,290
almost,257,0.00343643,ecdict_education,zk,zk gk,"adv. 几乎, 差不多",280,291
include,258,0.00342466,ecdict_education,zk,zk gk cet4 cet6,"vt. 包括, 把...算入, 包住\n[计] DOS内部命令:在CONFIG.SYS文件的一个配置块中包含另一配置块的内容",246,292
continue,259,0.00341297,ecdict_education,zk,zk gk cet4 cet6,"vi. 继续, 延续, 延长\nvt. 使继续, 使延长",323,293
set,260,0.00340136,ecdict_education,zk,zk gk ielts,"n. 日落, 同伙, 组合, 集合, 装置\nvt. 放, 安置, 放置, 设定, 使凝结, 点燃, 确定, 点缀, 使就位, 树立, 分配, 调整\nvi. 日落, 凝固, 定型, 搁住, 结果, 适合\na. 决心的, 规定的, 故意的, 持久的, 固定的, 老套的, 准备好的\n[计] 设置; DOS内部命令:改变或显示分配给环境变量的值",213,294
name,261,0.00335570,ecdict_education,zk,zk gk,"n. 名字, 名称, 姓名, 名义, 名誉, 文件名\nvt. 命名, 称呼, 任命, 提名, 列举\na. 姓名的, 据以取名的\n[计] 名称, 文件名, 姓名",271,298
five,262,0.00334448,ecdict_education,zk,zk gk,"num. 五, 五个",207,299
once,263,0.00333333,ecdict_education,zk,zk gk ielts,"adv. 一次, 曾经, 一旦\nconj. 一旦, 一经\nn. 一次\na. 从前的",548,300
white,264,0.00332226,ecdict_education,zk,zk gk,"n. 白色, 洁白, 眼白, 白种人, 蛋白\na. 白色的, 纯洁的, 白种的, 苍白的, 空白的, 幸运的",475,301
least,265,0.00331126,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 最少, 最小, 最小限度\na. 最少的, 最小的\nadv. 最小, 最少",2012,302
president,266,0.00330033,ecdict_education,zk,zk gk cet4 cet6,"n. 总统, 总裁, 董事长, (学院)院长, (大学)校长, 主管人, 主持人\n[经] 总经理, 董事长, 总裁",589,303
learn,267,0.00328947,ecdict_education,zk,zk gk ielts,vt. 学习；认识到；得知,520,304
real,268,0.00327869,ecdict_education,zk,zk gk cet4 cet6,"a. 真的, 真实的, 实际的, 实在的, 不动(产)的, 实数的\nn. 实数, 现实\nadv. 真正地",425,305
change,269,0.00326797,ecdict_education,zk,zk gk,"n. 变化, 找回的零钱, 找头, 更换\nvt. 改变, 更换, 兑换",226,306
team,270,0.00325733,ecdict_education,zk,zk gk cet4 cet6 ielts toefl,"n. 队, 组\nvt. 把马(牛)套在同一辆车上, 把...编成一组\nvi. 驾驶卡车, 协作",427,307
minute,271,0.00324675,ecdict_education,zk,zk gk ielts toefl,"n. 分, 分钟, 片刻, 备忘录, 笔记\nvt. 记录, 摘录, 测定时间\na. 微小的, 详细的",348,308
several,272,0.00322581,ecdict_education,zk,zk gk ielts,"a. 几个的, 一些的, 各自的\npron. 几个",389,310
idea,273,0.00321543,ecdict_education,zk,zk gk ielts,"n. 主意, 办法, 理想, 思想, 概念, 意见\n[医] 观念, 思想",268,311
kid,274,0.00320513,ecdict_education,zk,zk gk cet4,"n. 小山羊, 小山羊肉, 小孩, 欺骗\na. 小山羊皮制的\nv. 哄骗, 嘲弄",1572,312
body,275,0.00319489,ecdict_education,zk,zk,"n. 身体, 人, 尸体, 主要部分, 团体\nvt. 赋以形体\n[计] 体",274,313
information,276,0.00318471,ecdict_education,zk,zk gk ielts,"n. 消息, 知识, 通知, 情报, 信息, 问讯处, 起诉\n[计] 信息",223,314
nothing,277,0.00317460,ecdict_education,zk,zk gk ielts,"n. 无, 不关紧要之事, 零\nadv. 毫不, 决不\ninterj. 什么也没有, 无",258,315
ago,278,0.00316456,ecdict_education,zk,zk gk,adv. 以前,504,316
lead,279,0.00314465,ecdict_education,zk,zk gk cet4 toefl,"n. 铅, 铅条, 领导, 超前量, 领引, 榜样, 主角, 导线\nvt. 引导, 带领, 领导, 指挥, 致使, 加铅于, 用铅包\nvi. 领导, 带头, 导致, 用测深锤测深, 被铅覆盖\na. 带头的, 最重要的",263,318
social,280,0.00313480,ecdict_education,zk,zk gk cet4 cet6 ielts,"a. 社会的, 群居的, 社交的\nn. 联欢会",202,319
understand,281,0.00312500,ecdict_education,zk,zk gk toefl,"vt. 理解, 了解, 领会, 听说, 懂\nvi. 懂得, 认为",391,320
whether,282,0.00311526,ecdict_education,zk,zk gk,"conj. 是否, 不论\npron. 两个中的哪一个",265,321
watch,283,0.00309598,ecdict_education,zk,zk gk toefl,"n. 观察, 手表, 看守, 守护, 监视, 值班人\nvt. 看, 注视, 照顾, 看守, 守护, 监视\nvi. 观看, 注视, 守侯",490,323
together,284,0.00308642,ecdict_education,zk,zk gk,"adv. 一起, 共同, 彼此",288,324
follow,285,0.00307692,ecdict_education,zk,zk gk cet4 cet6,"vt. 跟随, 沿行, 遵循, 追求\nvi. 跟随, 接着\nn. 跟随, 追随",186,325
parent,286,0.00305810,ecdict_education,zk,zk gk ielts,"n. 父母, 父母亲, 根源\n[法] 父亲, 母亲, 根源",494,327
stop,287,0.00303951,ecdict_education,zk,zk gk,"n. 停止, 车站, 逗留, 填塞, 障碍, (风琴的)音栓\nvi. 停止, 被塞住\nvt. 塞住, 堵塞, 阻止, 击落, 停止, 终止, 断绝",359,329
face,288,0.00303030,ecdict_education,zk,zk gk ielts toefl,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件",282,330
anything,289,0.00302115,ecdict_education,zk,zk gk,pron. 任何事,315,331
create,290,0.00301205,ecdict_education,zk,zk gk cet4 cet6 ielts,"vt. 创造, 建造, 引起, 任命",449,332
public,291,0.00300300,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 公众, 民众\na. 公众的, 公共的, 公立的, 公用的",319,333
already,292,0.00299401,ecdict_education,zk,zk gk,"adv. 已经, 早已",255,334
speak,293,0.00298507,ecdict_education,zk,zk gk,"vi. 说, 说话, 演说, 发言\nvt. 说, 讲, 说出",352,335
read,294,0.00296736,ecdict_education,zk,zk gk,"v. 读, 阅读, 理解\na. 有学问的\nn. 读取, 阅读\n[计] 读取",322,337
level,295,0.00295858,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 水平, 水准, 平地\na. 同高的, 平坦的, 齐平的, 水平的\nvt. 弄平, 夷平, 使同等, 瞄准, 对准\nvi. 变平, 拉平\n[计] 级别",241,338
allow,296,0.00294985,ecdict_education,zk,zk gk cet4,"vt. 允许, 同意给予, 承认\nvi. 容许, 猜想\n[计] 允许命令",257,339
add,297,0.00294118,ecdict_education,zk,zk gk cet4,"vt. 增加, 添加, 附带说明, 计算...总和\nvi. 做加法, 积累而成, 增添\n[计] 加法",330,340
office,298,0.00293255,ecdict_education,zk,zk gk ielts,"n. 办公室, 部, 公职, 职责\n[化] 办公室",303,341
spend,299,0.00292398,ecdict_education,zk,zk gk,"vt. 花费, 浪费, 度过, 消耗, 消磨\nvi. 花费, 用尽",424,342
door,300,0.00291545,ecdict_education,zk,zk gk,n. 门,300,343
health,301,0.00290698,ecdict_education,zk,zk gk ielts,"n. 健康, 卫生, 蓬勃, 健康状态\n[医] 健康",373,344
person,302,0.00289855,ecdict_education,zk,zk gk ielts,"n. 人, 人身, 人称\n[法] 人, 法人, 人身",308,345
art,303,0.00289017,ecdict_education,zk,zk gk cet4 ielts,"n. 艺术, 人文科学, 技术, 巧妙, 诡计, 美术\n[计] 实际保持时间, 特许权和资源表, 平均检索时间, 平均运行时间",477,346
sure,304,0.00288184,ecdict_education,zk,zk gk,"a. 确信, 必然的, 必定的\nadv. 当然, 确实地, 无疑地",386,347
war,305,0.00286533,ecdict_education,zk,zk gk cet4 cet6,"n. 战争, 战争状态, 战术, 军事, 冲突, 斗争, 竞争\nvi. 进行战争, 作战, 打仗, 战斗\na. 战争的, 战时用的",304,349
history,306,0.00285714,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 历史, 过去, 经历, 发展过程, 历史学, 过去的事, 历史记录\n[计] 历史记录",496,350
party,307,0.00284900,ecdict_education,zk,zk gk ielts toefl,"n. 宴会, 党, 政党, 团体, 当事人, 聚会\nv. 举办聚会",166,351
grow,308,0.00283286,ecdict_education,zk,zk gk,"vt. 种植, 使长满\nvi. 生长, 变成, 发展",524,353
result,309,0.00282486,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 结果, 成绩, 答案\nvi. 产生, 结果, 致使\n[计] 结果",264,354
open,310,0.00281690,ecdict_education,zk,zk gk,"n. 公开, 户外, 空旷\na. 开着的, 开放的, 开阔的, 营业着的, 公开的, 悬而未决的\nvt. 打开, 公开, 开放\nvi. 展开, 开始, 展现\n[计] 打开指令; 打开语句",403,355
morning,311,0.00280112,ecdict_education,zk,zk gk,"n. 早晨, 早上, 初期",445,357
walk,312,0.00279330,ecdict_education,zk,zk gk,"n. 走, 散步, 步行, 行走的路程, 竞走, 散步场所\nvi. 走路, 步行, 处世\nvt. 走过, 遛, 使走, 护送...走",458,358
reason,313,0.00278552,ecdict_education,zk,zk gk ielts toefl,"n. 理由, 原因, 理智, 道理, 前提, 理性\nvt. 说服, 推论, 辩论\nvi. 推论, 劝说, 思考",310,359
low,314,0.00277778,ecdict_education,zk,zk gk gre,"n. 低点, 低价, 低, 牛叫声\na. 低的, 消沉的, 低等的, 浅的, 卑贱的\nadv. 低下地, 谦卑地, 低\nvi. 牛叫",318,360
win,315,0.00277008,ecdict_education,zk,zk gk cet4 cet6,"vt. 赢得, 打胜, 成功\nvi. 获胜, 达到, 影响\nn. 胜利, 赢, 收益",388,361
research,316,0.00276243,ecdict_education,zk,zk gk cet4 cet6 ielts,"n. 研究, 调查, 考察\nvi. 研究, 调查",357,362
girl,317,0.00275482,ecdict_education,zk,zk gk,"n. 女孩, 少女, 女佣",362,363
early,318,0.00273973,ecdict_education,zk,zk gk,"a. 早的, 早熟的\nadv. 很早, 初",245,365
food,319,0.00273224,ecdict_education,zk,zk gk ielts,"n. 食物, 养料\n[医] 食物, 食品",466,366
himself,320,0.00272480,ecdict_education,zk,zk gk,"pron. 他自己, 他亲自",286,367
moment,321,0.00271003,ecdict_education,zk,zk gk toefl gre,"n. 片刻, 瞬间, 重要, 阶段, 力矩\n[医] 片刻, 瞬间, 时机, 因素, 矩",361,369
